Date,day_of_week,month,day,year,saison,covid,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,apparent_temperature_min,weather_code,Discount,local_party,Match,Revenue_RollingMean_7,Revenue_RollingStd_7,Lag_1,Lag_7,Revenue
2024-04-20,5,4,20,2024,2,0,48827.73,44153.2,0.0,0.0,0.0,15.3,174,5.9,0,0.0,0.0,1.0,2637.508142857143,1825.658829731109,2374.101,2997.0499999999997,6067.65
2024-04-21,6,4,21,2024,2,0,48979.54,41012.08,3.8,0.0,2.0,20.3,166,8.2,63,0.0,0.0,1.0,3076.165285714286,2246.7696501747987,6067.65,5941.401,3296.5009999999997
2024-04-23,1,4,23,2024,2,0,49279.48,44447.21,3.5,0.0,5.0,16.3,104,4.6,61,0.0,1.0,1.0,2698.322428571428,1876.4975673398312,3296.5009999999997,3627.352,1295.29
2024-04-24,2,4,24,2024,2,0,49428.86,44998.36,0.0,0.0,0.0,21.3,197,1.0,3,0.0,0.0,1.0,2365.1707142857144,1891.028482039494,1295.29,622.0,1150.7
2024-04-25,3,4,25,2024,2,0,49577.8,28151.88,1.6,0.0,6.0,23.5,70,7.9,53,0.0,0.0,1.0,2440.699285714286,1818.9876003016786,1150.7,735.15,971.9
2024-04-26,4,4,26,2024,2,0,49726.18,44763.84,0.3,0.0,2.0,15.9,184,7.9,51,0.0,0.0,1.0,2474.5207142857143,1783.8516891270021,971.9,2165.503,2834.5
2024-04-27,5,4,27,2024,2,0,49873.87,29678.94,6.6,0.0,12.0,25.0,157,11.2,63,0.0,0.0,1.0,2570.0917142857143,1782.4569896130056,2834.5,2374.101,4955.099999999999
2024-04-28,6,4,28,2024,2,0,50020.78,5687.21,13.1,0.0,14.0,12.4,82,12.0,63,0.0,0.0,1.0,2938.805857142857,1990.0217271745619,4955.099999999999,6067.65,3388.0
2024-04-29,0,4,29,2024,2,0,50166.77,0.0,85.0,0.0,22.0,21.8,43,11.5,65,0.0,0.0,1.0,2555.998714285714,1480.2837225280807,3388.0,3296.5009999999997,21.4
2024-04-30,1,4,30,2024,2,0,50311.71,13330.11,2.6,0.0,9.0,18.1,71,11.7,53,0.0,0.0,0.0,2088.1271428571426,1707.3839516905682,21.4,1295.29,2169.2
2024-05-01,2,5,1,2024,2,0,50455.49,41521.02,5.8,0.0,3.0,17.0,260,10.2,63,0.0,1.0,0.0,2212.9714285714285,1671.3187983488692,2169.2,1150.7,4081.301
2024-05-02,3,5,2,2024,2,0,50597.98,46030.32,0.0,0.0,0.0,22.0,282,5.0,1,0.0,1.0,1.0,2631.628714285714,1726.9991552608215,4081.301,971.9,1964.8999999999999
2024-05-03,4,5,3,2024,2,0,50739.04,45941.32,0.0,0.0,0.0,19.4,244,5.5,3,0.0,0.0,1.0,2773.4858571428567,1604.3752742734978,1964.8999999999999,2834.5,2833.701
2024-05-04,5,5,4,2024,2,0,50878.54,46012.73,0.0,0.0,0.0,16.3,240,7.2,3,0.0,0.0,1.0,2773.371714285714,1604.3702383802365,2833.701,4955.099999999999,5937.005
2024-05-05,6,5,5,2024,2,0,51016.33,42482.72,0.0,0.0,0.0,10.3,169,9.8,3,0.0,1.0,1.0,2913.6438571428566,1850.8973727250502,5937.005,3388.0,3965.951
2024-05-07,1,5,7,2024,2,0,51286.26,42463.12,2.5,0.0,6.0,13.4,204,11.8,61,0.0,0.0,0.0,2996.2082857142855,1888.100671960561,3965.951,21.4,911.9019999999999
2024-05-08,2,5,8,2024,2,0,51418.09,46649.38,0.0,0.0,0.0,17.4,273,9.9,3,0.0,0.0,0.0,3123.422857142857,1671.8805983270734,911.9019999999999,2169.2,1049.1
2024-05-09,3,5,9,2024,2,0,51547.65,46958.91,0.0,0.0,0.0,15.9,218,9.8,0,0.0,0.0,0.0,2963.4085714285716,1825.0182859137706,1049.1,4081.301,683.001
2024-05-10,4,5,10,2024,2,0,51674.78,47149.49,0.0,0.0,0.0,14.7,231,10.3,0,0.0,0.0,1.0,2477.937142857143,1927.2150942822043,683.001,1964.8999999999999,2192.502
2024-05-11,5,5,11,2024,2,0,51799.32,47213.23,0.0,0.0,0.0,14.4,206,10.2,2,0.0,0.0,1.0,2510.4517142857144,1919.019447839424,2192.502,2833.701,5302.701
2024-05-12,6,5,12,2024,2,0,51921.23,43858.83,0.1,0.0,1.0,15.0,166,13.5,51,0.0,0.0,1.0,2863.166,2195.3408333917887,5302.701,5937.005,3647.0499999999997
2024-05-14,1,5,14,2024,2,0,52160.26,35937.12,11.1,0.0,11.0,20.1,90,13.1,63,0.0,0.0,1.0,2536.029571428571,1795.0853496788507,3647.0499999999997,3965.951,636.85
2024-05-15,2,5,15,2024,2,0,52277.38,44116.89,7.0,0.0,9.0,12.0,227,11.7,63,0.0,0.0,1.0,2060.443714285714,1794.1071537970074,636.85,911.9019999999999,959.6999999999999
2024-05-16,3,5,16,2024,2,0,52392.77,42986.7,3.9,0.0,8.0,11.8,205,10.9,61,0.0,0.0,1.0,2067.272,1789.0912568730791,959.6999999999999,1049.1,1229.4
2024-05-17,4,5,17,2024,2,0,52506.29,47834.27,2.4,0.0,3.0,12.1,94,10.4,61,0.0,1.0,1.0,2093.0291428571427,1773.217245877345,1229.4,683.001,3478.0499999999997
2024-05-18,5,5,18,2024,2,0,52617.84,40695.06,0.9,0.0,2.0,15.3,76,12.0,53,0.0,0.0,1.0,2492.3218571428565,1716.5788221421215,3478.0499999999997,2192.502,5812.349999999999
2024-05-19,6,5,19,2024,2,0,52727.3,43367.15,0.2,0.0,2.0,13.6,101,12.3,51,0.0,1.0,1.0,3009.4429999999998,2111.107612276003,5812.349999999999,5302.701,4797.099999999999
2024-05-20,0,5,20,2024,2,0,52834.53,48287.55,0.2,0.0,2.0,14.2,249,12.7,51,0.0,1.0,1.0,2937.214285714286,2026.5248780680167,4797.099999999999,3647.0499999999997,1935.1
2024-05-21,1,5,21,2024,2,0,52939.42,47853.58,1.9,0.0,4.0,12.2,47,12.2,61,0.0,0.0,0.0,2692.65,2029.881070407826,1935.1,636.85,376.45
2024-05-22,2,5,22,2024,2,0,53041.84,48618.35,6.9,0.0,11.0,16.4,168,13.8,63,0.0,0.0,0.0,2655.45,2075.7040925912397,376.45,959.6999999999999,1124.751
2024-05-23,3,5,23,2024,2,0,53141.65,48320.21,0.0,0.0,0.0,14.8,93,12.2,2,0.0,0.0,1.0,2679.0287142857146,2054.0555232567576,1124.751,1229.4,651.6999999999999
2024-05-24,4,5,24,2024,2,0,53238.74,41282.66,0.7,0.0,4.0,16.2,62,13.2,51,0.0,0.0,1.0,2596.5001428571422,2132.1282836054133,651.6999999999999,3478.0499999999997,1442.0
2024-05-25,5,5,25,2024,2,0,53332.98,48805.67,0.0,0.0,0.0,15.4,207,12.2,3,0.0,0.0,1.0,2305.635857142857,2130.702243659001,1442.0,5812.349999999999,5197.451
2024-05-26,6,5,26,2024,2,0,53424.21,48815.78,0.0,0.0,0.0,11.5,183,13.2,3,0.0,0.0,1.0,2217.7931428571424,1968.5395877135675,5197.451,4797.099999999999,2709.15
2024-05-28,1,5,28,2024,2,0,53597.19,48833.98,0.0,0.0,0.0,20.2,200,16.0,3,0.0,0.0,0.0,1919.5145714285713,1644.0146798267895,2709.15,1935.1,631.1999999999999
2024-05-29,2,5,29,2024,2,0,53678.65,48760.7,0.0,0.0,0.0,14.8,196,15.0,3,0.0,0.0,0.0,1733.2431428571429,1714.319000778105,631.1999999999999,376.45,705.4
2024-05-30,3,5,30,2024,2,0,53756.58,47692.88,0.0,0.0,0.0,16.0,139,16.6,3,0.0,1.0,0.0,1780.236,1674.985244314617,705.4,1124.751,1382.8
2024-05-31,4,5,31,2024,2,0,53830.84,48856.54,0.2,0.0,2.0,23.9,200,18.0,51,0.0,1.0,0.0,1817.1001428571428,1660.9352508803104,1382.8,651.6999999999999,2983.0499999999997
2024-06-01,5,6,1,2024,3,0,53901.39,47742.18,9.4,0.0,12.0,14.5,174,15.7,63,0.0,0.0,0.0,2150.150142857143,1621.57644000116,2983.0499999999997,1442.0,5275.401
2024-06-02,6,6,2,2024,3,0,53968.8,49761.61,1.6,0.0,4.0,13.4,224,14.2,55,0.0,0.0,1.0,2697.778857142857,1955.483603394694,5275.401,5197.451,3058.1
2024-06-06,3,6,6,2024,3,0,54207.4,49910.37,0.0,0.0,0.0,17.6,227,17.6,3,0.0,0.0,0.0,2392.1572857142855,1641.703151640067,3058.1,2709.15,1487.051
2024-06-07,4,6,7,2024,3,0,54258.98,49945.06,0.0,0.0,0.0,13.7,95,16.1,3,0.0,0.0,0.0,2217.5717142857143,1667.158639917109,1487.051,631.1999999999999,2708.201
2024-06-08,5,6,8,2024,3,0,54307.22,40907.34,0.0,0.0,0.0,29.7,74,17.4,3,0.0,0.0,0.0,2514.2861428571423,1515.7161838087738,2708.201,705.4,6188.5
2024-06-09,6,6,9,2024,3,0,54352.06,42652.15,6.2,0.0,8.0,18.7,161,20.2,63,0.0,1.0,0.0,3297.586142857142,1812.789722102325,6188.5,1382.8,3880.9519999999998
2024-06-11,1,6,11,2024,3,0,54431.3,11326.81,23.7,0.0,18.0,16.1,188,17.3,63,0.0,0.0,0.0,3654.4649999999997,1607.2549880169433,3880.9519999999998,2983.0499999999997,326.7
2024-06-12,2,6,12,2024,3,0,54465.59,38269.31,13.8,0.0,13.0,16.6,186,16.0,63,0.0,0.0,1.0,3274.9864285714284,2045.9229974438517,326.7,5275.401,1086.55
2024-06-13,3,6,13,2024,3,0,54496.27,50125.66,0.3,0.0,2.0,23.8,225,13.3,51,0.0,1.0,0.0,2676.579142857143,1974.6629271836493,1086.55,3058.1,763.6999999999999
2024-06-14,4,6,14,2024,3,0,54523.26,45317.93,0.7,0.0,7.0,18.7,220,17.7,51,0.0,0.0,0.0,2348.807714285714,2087.9524156850252,763.6999999999999,1487.051,1663.201
2024-06-15,5,6,15,2024,3,0,54546.52,50173.36,0.0,0.0,0.0,18.7,103,17.2,2,0.0,0.0,0.0,2373.972,2076.8674722651485,1663.201,2708.201,5254.601
2024-06-16,6,6,16,2024,3,0,54566.02,50194.48,0.0,0.0,0.0,13.0,167,15.5,3,0.0,0.0,0.0,2737.7434285714285,2350.1871496260264,5254.601,6188.5,2562.5
2024-06-18,1,6,18,2024,3,0,54593.49,50230.89,0.0,0.0,0.0,19.1,74,19.7,1,0.0,0.0,0.0,2219.7434285714285,1797.4518618312552,2562.5,3880.9519999999998,751.3
2024-06-19,2,6,19,2024,3,0,54601.38,46800.0,0.7,0.0,4.0,15.2,121,19.2,51,0.0,0.0,0.0,1772.6502857142857,1702.0803648281722,751.3,326.7,1319.7
2024-06-20,3,6,20,2024,3,0,54605.32,37771.45,11.9,0.0,19.0,21.6,84,21.1,61,0.0,1.0,0.0,1914.5074285714286,1599.7912884558773,1319.7,1086.55,1756.8519999999999
2024-06-21,4,6,21,2024,3,0,54605.26,50269.95,0.0,0.0,0.0,16.7,198,17.9,3,0.0,0.0,0.0,2010.264857142857,1561.577638931274,1756.8519999999999,763.6999999999999,2113.6
2024-06-22,5,6,22,2024,3,0,54601.16,45272.8,1.4,0.0,3.0,16.9,77,18.3,53,0.0,0.0,0.0,2203.1077142857143,1462.1664275023318,2113.6,1663.201,3881.151
2024-06-23,6,6,23,2024,3,0,54593.05,23705.85,2.1,0.0,11.0,21.9,171,20.4,51,0.0,0.0,0.0,2519.9577142857147,1562.5383473368777,3881.151,5254.601,890.0999999999999
2024-06-24,0,6,24,2024,3,0,54581.0,48838.56,0.9,0.0,5.0,17.7,223,19.8,51,0.0,1.0,0.0,1896.4575714285713,1088.2747656347253,890.0999999999999,2562.5,835.3
2024-06-25,1,6,25,2024,3,0,54565.04,50298.31,0.0,0.0,0.0,20.4,229,19.8,3,0.0,0.0,0.0,1649.714714285714,1107.7244245892591,835.3,751.3,1351.402
2024-06-26,2,6,26,2024,3,0,54545.24,45066.81,0.0,0.0,0.0,15.5,213,20.2,3,0.0,0.0,0.0,1735.4435714285714,1048.2299225376646,1351.402,1319.7,1687.501
2024-06-27,3,6,27,2024,3,0,54521.64,50302.71,0.0,0.0,0.0,11.9,102,20.1,3,0.0,0.0,0.0,1787.9865714285713,1033.0251874993098,1687.501,1756.8519999999999,848.3009999999999
2024-06-28,4,6,28,2024,3,0,54494.31,50302.35,0.0,0.0,0.0,19.2,81,19.8,3,0.0,0.0,0.0,1658.1935714285714,1092.9289607684111,848.3009999999999,2113.6,2756.604
2024-06-29,5,6,29,2024,3,0,54463.31,35900.23,7.5,0.0,8.0,20.1,187,20.9,63,0.008973214285714284,0.0,0.0,1750.0512857142858,1162.3975120708938,2756.604,3881.151,5076.4932
2024-06-30,6,6,30,2024,3,0,54428.7,50296.31,0.0,0.0,0.0,13.6,95,21.1,2,0.01453125,0.0,0.0,1920.814457142857,1550.619083263486,5076.4932,890.0999999999999,3615.7623
2024-07-02,1,7,2,2024,3,0,54348.86,49270.06,0.1,0.0,1.0,18.0,147,18.1,51,0.0,0.0,0.0,2310.1947857142854,1590.3707043841155,3615.7623,835.3,869.0
2024-07-03,2,7,3,2024,3,0,54303.79,47680.58,1.1,0.0,6.0,16.1,106,20.4,51,0.0,0.0,0.0,2315.0090714285716,1585.2044770414557,869.0,1351.402,1774.3
2024-07-04,3,7,4,2024,3,0,54255.35,50262.1,0.0,0.0,0.0,12.9,112,19.3,3,0.0,0.0,0.0,2375.423071428572,1550.0278576120088,1774.3,1687.501,2028.5529999999999
2024-07-05,4,7,5,2024,3,0,54203.61,50248.75,0.0,0.0,0.0,13.8,176,20.4,3,0.0,0.0,0.0,2424.1447857142857,1530.0317855213202,2028.5529999999999,848.3009999999999,2766.703
2024-07-06,5,7,6,2024,3,0,54148.66,47987.8,0.0,0.0,0.0,19.6,107,22.7,3,0.0006976744186046512,0.0,0.0,2698.202214285714,1363.4694570804372,2766.703,2756.604,5022.12
2024-07-07,6,7,7,2024,3,0,54090.54,50216.06,0.4,0.0,3.0,19.7,209,21.0,51,0.0,0.0,0.0,3021.847357142857,1623.691966839089,5022.12,5076.4932,4363.351
2024-07-09,1,7,9,2024,3,0,53965.11,50175.19,0.0,0.0,0.0,16.2,204,21.6,3,0.0,0.0,0.0,2919.9699,1490.1712982841004,4363.351,3615.7623,511.79999999999995
2024-07-10,2,7,10,2024,3,0,53897.92,50151.61,0.0,0.0,0.0,16.3,199,22.1,1,0.0,0.0,0.0,2476.5467142857146,1696.1942371744835,511.79999999999995,869.0,1702.1509999999998
2024-07-11,3,7,11,2024,3,0,53827.78,50125.93,0.0,0.0,0.0,15.0,193,24.6,1,0.0,0.0,1.0,2595.5682857142856,1590.5328605941868,1702.1509999999998,1774.3,2459.453
2024-07-12,4,7,12,2024,3,0,53754.01,50098.22,0.2,0.0,2.0,18.2,156,25.1,51,0.0,0.0,1.0,2693.4472857142855,1552.1894411431417,2459.453,2028.5529999999999,2973.302
2024-07-13,5,7,13,2024,3,0,53676.6,31766.62,1.5,0.0,6.0,12.8,173,23.7,51,0.0,0.0,0.0,2828.411428571428,1525.5861921520434,2973.302,2766.703,5456.303
2024-07-14,6,7,14,2024,3,0,53595.68,49977.1,0.0,0.0,0.0,21.4,225,21.4,3,0.0,0.0,0.0,3212.64,1818.106358890301,5456.303,5022.12,3231.901
2024-07-16,1,7,16,2024,3,0,53423.86,49819.19,0.2,0.0,2.0,15.9,138,25.4,51,0.0,0.0,0.0,2956.8944285714283,1638.158362715472,3231.901,4363.351,1471.8
2024-07-17,2,7,17,2024,3,0,53333.24,49351.73,0.0,0.0,0.0,18.4,194,22.8,3,0.0,0.0,0.0,2543.815714285714,1588.2025549393652,1471.8,511.79999999999995,2534.9519999999998
2024-07-18,3,7,18,2024,3,0,53239.67,49649.66,0.0,0.0,0.0,17.9,212,21.6,1,0.0,0.0,0.0,2832.837428571428,1317.8631679175342,2534.9519999999998,1702.1509999999998,1498.75
2024-07-19,4,7,19,2024,3,0,53143.26,47777.96,0.0,0.0,0.0,16.8,202,23.8,3,0.0,0.0,0.0,2803.780142857143,1348.8270930989745,1498.75,2459.453,1975.75
2024-07-20,5,7,20,2024,3,0,53044.16,49469.44,0.0,0.0,0.0,16.7,204,23.0,1,0.0,0.0,0.0,2734.679714285714,1381.4036227715123,1975.75,2973.302,4873.152
2024-07-21,6,7,21,2024,3,0,52942.52,40307.61,35.6,0.0,6.0,21.4,175,21.9,65,0.0,0.0,0.0,3006.0868571428573,1604.6882394621582,4873.152,5456.303,3020.603
2024-07-23,1,7,23,2024,3,0,52732.05,49181.09,0.0,0.0,0.0,14.5,220,20.7,0,0.0,0.0,0.0,2658.1297142857143,1197.1687735401358,3020.603,3231.901,1261.6
2024-07-24,2,7,24,2024,3,0,52623.5,49080.61,0.0,0.0,0.0,16.7,203,23.1,0,0.0,0.0,0.0,2376.658142857143,1269.2370720208926,1261.6,1471.8,1277.301
2024-07-25,3,7,25,2024,3,0,52512.9,48978.14,0.0,0.0,0.0,16.9,196,23.5,0,0.0,1.0,0.0,2348.8725714285715,1294.230149094554,1277.301,2534.9519999999998,3040.002
2024-07-26,4,7,26,2024,3,0,52400.38,48873.76,0.0,0.0,0.0,15.6,197,24.4,3,0.0,0.0,0.0,2421.022571428571,1320.1505626727999,3040.002,1498.75,3507.2039999999997
2024-07-27,5,7,27,2024,3,0,52286.04,48767.61,0.0,0.0,0.0,14.3,175,21.8,0,0.0,0.0,0.0,2707.944571428571,1304.4614987245272,3507.2039999999997,1975.75,4872.403
2024-07-28,6,7,28,2024,3,0,52170.03,48659.77,0.0,0.0,0.0,16.9,81,24.6,0,0.0,1.0,0.0,3121.7521428571426,1480.9812774706138,4872.403,4873.152,4192.704
2024-07-30,1,7,30,2024,3,0,51933.43,43509.39,0.0,0.0,0.0,19.1,239,21.2,3,0.0,0.0,0.0,3024.545285714286,1364.6260461202994,4192.704,3020.603,1230.254
2024-07-31,2,7,31,2024,3,0,51812.93,48326.98,0.0,0.0,0.0,17.4,226,20.5,0,0.0,0.0,0.0,2768.7811428571426,1523.963258167826,1230.254,1261.6,3052.402
2024-08-01,3,8,1,2024,3,0,51689.99,48212.1,0.0,0.0,0.0,14.3,96,24.1,0,0.0,0.0,0.0,3024.61,1371.4646087101007,3052.402,1277.301,3192.35
2024-08-02,4,8,2,2024,3,0,51564.52,38585.98,0.0,0.0,0.0,15.2,166,25.8,3,0.0,0.0,0.0,3298.1884285714286,1135.5338617971572,3192.35,3040.002,3607.1059999999998
2024-08-03,5,8,3,2024,3,0,51436.66,47975.01,0.0,0.0,0.0,18.6,196,22.4,0,0.0,0.0,0.0,3379.2032857142854,1134.2728134669585,3607.1059999999998,3507.2039999999997,4448.705
2024-08-04,6,8,4,2024,3,0,51306.56,47123.34,0.2,0.0,2.0,19.6,182,25.6,51,0.0,0.0,0.0,3513.7034285714285,1205.561183793933,4448.705,4872.403,2294.901
2024-08-06,1,8,6,2024,3,0,51040.22,46147.23,0.0,0.0,0.0,15.5,208,26.0,3,0.0,0.0,0.0,3145.488857142857,1111.3511031944365,2294.901,4192.704,2376.601
2024-08-07,2,8,7,2024,3,0,50904.27,45566.88,0.0,0.0,0.0,17.4,119,26.3,3,0.0,0.0,0.0,2886.0455714285713,1035.532141730829,2376.601,1230.254,3654.152
2024-08-08,3,8,8,2024,3,0,50766.66,46704.3,0.0,0.0,0.0,15.1,143,25.6,1,0.0,0.0,0.0,3232.316714285714,757.5153162715052,3654.152,3052.402,3966.902
2024-08-09,4,8,9,2024,3,0,50627.5,46505.15,0.0,0.0,0.0,15.3,180,24.6,0,0.0,0.0,0.0,3362.959571428571,799.0358847834252,3966.902,3192.35,3429.851
2024-08-10,5,8,10,2024,3,0,50486.95,46148.81,0.0,0.0,0.0,15.5,129,24.0,1,0.006272912423625255,0.0,0.0,3396.8882857142858,795.6191304901588,3429.851,3607.1059999999998,5248.215
2024-08-11,6,8,11,2024,3,0,50345.12,45723.13,0.0,0.0,0.0,15.6,89,26.8,3,0.0,0.0,1.0,3631.332428571429,1064.309598409517,5248.215,4448.705,3124.801
2024-08-13,1,8,13,2024,3,0,50058.16,37640.95,3.9,0.0,4.0,11.0,66,26.3,63,0.0,0.0,0.0,3442.2032857142863,1011.1558457578384,3124.801,2294.901,2401.402
2024-08-14,2,8,14,2024,3,0,49913.27,10547.9,10.4,0.0,9.0,15.7,43,23.3,63,0.0,0.0,0.0,3457.4177142857143,991.6283994978071,2401.402,2376.601,4552.153
2024-08-15,3,8,15,2024,3,0,49767.61,43543.28,3.9,0.0,9.0,13.6,279,22.2,61,0.0,0.0,1.0,3768.2108571428575,935.7791075286675,4552.153,3654.152,5247.2519999999995
2024-08-16,4,8,16,2024,3,0,49621.27,44208.09,0.4,0.0,1.0,12.3,245,22.1,51,0.0,0.0,1.0,3995.7965714285715,1085.209788202703,5247.2519999999995,3966.902,5479.905
2024-08-17,5,8,17,2024,3,0,49474.4,43989.47,0.0,0.0,0.0,20.5,223,24.8,3,0.0,0.0,1.0,4211.939857142857,1220.7101210804074,5479.905,3429.851,4529.606
2024-08-18,6,8,18,2024,3,0,49327.08,25284.7,17.2,0.0,12.0,23.1,96,24.1,65,0.0,0.0,1.0,4369.047714285714,1173.1203294822612,4529.606,5248.215,3709.353
2024-08-20,1,8,20,2024,3,0,49031.45,42904.49,0.0,0.0,0.0,15.1,227,21.0,3,0.0,0.0,0.0,4149.210285714285,1124.0722381477858,3709.353,3124.801,1713.6009999999999
2024-08-21,2,8,21,2024,3,0,48882.04,43447.9,0.0,0.0,0.0,21.8,208,24.0,2,0.0,0.0,0.0,3947.610285714286,1424.7520642464692,1713.6009999999999,2401.402,4589.852
2024-08-22,3,8,22,2024,3,0,48731.07,37610.09,0.1,0.0,1.0,18.4,224,25.6,51,0.0,0.0,0.0,4260.246,1259.4335628419096,4589.852,4552.153,4503.202
2024-08-23,4,8,23,2024,3,0,48578.68,43348.12,0.0,0.0,0.0,15.1,207,26.5,2,0.0,0.0,1.0,4253.253,1257.6772904989048,4503.202,5247.2519999999995,2594.502
2024-08-24,5,8,24,2024,3,0,48424.98,43353.14,0.0,0.0,0.0,15.5,201,25.4,3,0.0,0.0,1.0,3874.288714285714,1306.9453164594313,2594.502,5479.905,3840.301
2024-08-25,6,8,25,2024,3,0,48270.11,36112.93,2.0,0.0,1.0,15.8,108,25.1,61,0.0,0.0,1.0,3640.0595714285714,1102.0998767139758,3840.301,4529.606,2774.451
2024-08-27,1,8,27,2024,3,0,47957.26,43270.96,1.4,0.0,7.0,19.0,216,24.9,51,0.0,0.0,1.0,3389.3231428571426,1065.023386564424,2774.451,3709.353,1491.151
2024-08-28,2,8,28,2024,3,0,47799.53,43200.0,2.1,0.0,5.0,13.2,183,25.9,53,0.0,0.0,1.0,3072.437142857143,1265.1330693553514,1491.151,1713.6009999999999,2501.0
2024-08-29,3,8,29,2024,3,0,47641.07,37606.0,0.8,0.0,6.0,14.1,91,24.8,51,0.0,0.0,1.0,3184.922714285714,1154.3326945110985,2501.0,4589.852,3346.351
2024-08-30,4,8,30,2024,3,0,47482.0,43202.8,0.0,0.0,0.0,13.8,131,21.5,3,0.0,0.0,1.0,3007.279714285714,985.413395749176,3346.351,4503.202,3550.451
2024-08-31,5,8,31,2024,3,0,47322.42,42918.0,0.0,0.0,0.0,14.3,84,23.8,3,0.0,0.0,1.0,2871.172428571429,790.9711932478777,3550.451,2594.502,5476.1539999999995
2024-09-01,6,9,1,2024,4,0,47162.44,34563.13,1.6,0.0,2.0,13.4,49,24.2,55,0.0,0.0,1.0,3282.837,1243.444208448056,5476.1539999999995,3840.301,3821.102
2024-09-03,1,9,3,2024,4,0,46841.68,7438.93,3.6,0.0,8.0,13.0,347,21.3,55,0.0,0.0,0.0,3280.094285714285,1242.0300210203927,3821.102,2774.451,702.6
2024-09-04,2,9,4,2024,4,0,46681.11,10377.73,17.3,0.0,10.0,9.1,310,19.6,63,0.0,0.0,0.0,2984.1155714285715,1582.7407296640963,702.6,1491.151,3732.906
2024-09-05,3,9,5,2024,4,0,46520.55,42629.23,0.0,0.0,0.0,14.0,289,15.3,3,0.0,0.0,0.0,3304.3662857142854,1451.6788877251458,3732.906,2501.0,2977.802
2024-09-06,4,9,6,2024,4,0,46360.09,42155.25,2.9,0.0,12.0,21.9,79,18.8,53,0.0,1.0,0.0,3372.480857142857,1418.5085617293564,2977.802,3346.351,3542.701
2024-09-07,5,9,7,2024,4,0,46199.83,42432.38,1.3,0.0,6.0,17.6,251,22.4,53,0.0,0.0,0.0,3400.5308571428573,1419.8464558005865,3542.701,3550.451,5616.554999999999
2024-09-08,6,9,8,2024,4,0,46039.87,27851.44,8.4,0.0,13.0,14.4,70,22.8,61,0.0,1.0,0.0,3695.6885714285713,1651.980839612037,5616.554999999999,5476.1539999999995,3078.253
2024-09-10,1,9,10,2024,4,0,45719.65,41290.18,0.3,0.0,1.0,15.1,257,17.2,51,0.0,0.0,0.0,3353.1312857142852,1458.5378095446304,3078.253,3821.102,1334.701
2024-09-11,2,9,11,2024,4,0,45558.16,28800.0,0.6,0.0,4.0,13.5,300,14.5,51,0.0,1.0,1.0,2997.9311428571427,1619.4592456376167,1334.701,702.6,3819.851
2024-09-12,3,9,12,2024,4,0,45395.81,29443.72,8.4,0.0,11.0,20.9,165,17.4,63,0.0,0.0,1.0,3443.2527142857143,1275.0632384333912,3819.851,3732.906,640.8009999999999
2024-09-13,4,9,13,2024,4,0,45232.7,41831.99,0.2,0.0,1.0,20.1,178,11.9,51,0.0,0.0,1.0,3001.5234285714287,1641.0708304843624,640.8009999999999,2977.802,1632.802
2024-09-14,5,9,14,2024,4,0,45068.93,41729.04,0.0,0.0,0.0,18.7,272,10.4,3,0.0,0.0,1.0,2809.3805714285713,1721.0986957948223,1632.802,3542.701,5154.003
2024-09-15,6,9,15,2024,4,0,44904.61,41625.51,0.0,0.0,0.0,12.8,278,9.1,0,0.0,1.0,1.0,3039.5665714285715,1930.5301794855823,5154.003,5616.554999999999,2423.752
2024-09-17,1,9,17,2024,4,0,44574.68,39616.11,1.6,0.0,6.0,18.2,118,11.8,53,0.0,1.0,1.0,2583.451857142857,1562.2502168722842,2423.752,3078.253,366.9
2024-09-18,2,9,18,2024,4,0,44409.29,24800.84,1.2,0.0,4.0,17.7,67,15.5,53,0.0,0.0,1.0,2196.115714285714,1744.602313431899,366.9,1334.701,466.7
2024-09-19,3,9,19,2024,4,0,44243.74,39759.05,2.0,0.0,7.0,12.6,204,15.4,53,0.0,0.0,1.0,2072.1155714285715,1844.0460292077805,466.7,3819.851,605.65
2024-09-20,4,9,20,2024,4,0,44078.12,11043.04,2.0,0.0,10.0,10.9,47,16.5,51,0.0,0.0,1.0,1612.944,1733.1621854703528,605.65,640.8009999999999,1795.144
2024-09-21,5,9,21,2024,4,0,43912.55,15350.13,3.0,0.0,10.0,19.1,72,16.7,53,0.0,0.0,1.0,1777.850142857143,1679.3294069733638,1795.144,1632.802,4671.541
2024-09-22,6,9,22,2024,4,0,43747.11,28460.85,7.3,0.0,11.0,9.0,290,18.7,63,0.0,1.0,1.0,2211.9557142857143,1998.088996420563,4671.541,5154.003,3488.683
2024-09-24,1,9,24,2024,4,0,43417.02,33700.44,9.1,0.0,4.0,17.0,307,16.1,63,0.0,0.0,1.0,1974.052857142857,1659.937939118661,3488.683,2423.752,2530.339
2024-09-25,2,9,25,2024,4,0,43252.56,39045.21,0.1,0.0,1.0,13.9,241,14.1,51,0.0,0.0,1.0,1989.2795714285712,1665.2310027043245,2530.339,366.9,700.6999999999999
2024-09-26,3,9,26,2024,4,0,43088.62,38995.16,0.0,0.0,0.0,18.7,248,19.5,3,0.0,0.0,1.0,2036.9652857142858,1615.0526359271603,700.6999999999999,466.7,311.4
